segment_id,emotion,KEM_neutral,KEM_angry,KEM_happy,KEM_surprise,KEM_sad,KEM_fear,KEM_disgust
001-308,sad,0.3171,0.5926,0.0018,0.0392,0.0021,0.0064,0.0409
001-309,sad,0.9283,0.0031,0.0038,0.0015,0.0621,0.0003,0.0009
001-311,sad,0.9196,0.0052,0.0242,0.0042,0.0435,0.0011,0.0023
001-312,sad,0.179,0.0088,0.0047,0.7287,0.0048,0.0708,0.0032
001-318,sad,0.4607,0.0099,0.2893,0.0097,0.2166,0.0036,0.0102
001-319,sad,0.1262,0.5555,0.0006,0.1948,0.1084,0.0103,0.0043
001-320,sad,0.0619,0.0705,0.001,0.0024,0.8615,0.0004,0.0022
001-322,sad,0.0899,0.0104,0.0003,0.0025,0.8444,0.0488,0.0037
001-323,sad,0.8504,0.0021,0.0276,0.001,0.1101,0.0004,0.0083
001-324,sad,0.6008,0.0069,0.1532,0.0045,0.2314,0.0016,0.0017
001-325,sad,0.5851,0.0024,0.0068,0.0009,0.4033,0.0002,0.0013
001-329,sad,0.9088,0.009,0.0004,0.0069,0.0675,0.0021,0.0053
001-330,sad,0.9314,0.0023,0.0317,0.0026,0.0292,0.0011,0.0017
001-331,sad,0.9102,0.0672,0.001,0.0014,0.0079,0.0001,0.0123
001-332,sad,0.9276,0.0395,0.0029,0.0091,0.0166,0.0017,0.0025
001-334,sad,0.4339,0.0067,0.026,0.0036,0.5222,0.0003,0.0073
001-336,sad,0.0125,0.0012,0.0002,0.0003,0.9855,0.0002,0.0001
001-337,sad,0.6293,0.0073,0.0069,0.0017,0.3522,0.0007,0.002
001-339,sad,0.3552,0.3808,0.0003,0.0094,0.2389,0.0016,0.0138
001-341,sad,0.018,0.0049,0.0003,0.0008,0.9755,0.0001,0.0003
001-342,sad,0.8042,0.0055,0.0031,0.0022,0.182,0.0003,0.0027
001-343,sad,0.5661,0.0356,0.3411,0.0088,0.0352,0.0011,0.012
001-344,sad,0.2,0.0055,0.0058,0.0006,0.7837,0.0002,0.0042
001-345,sad,0.0187,0.0032,7.38E-05,0.0007,0.9767,0.0002,0.0005
001-346,sad,0.3826,0.009,0.4447,0.0052,0.145,0.0057,0.0077
001-347,sad,0.4588,0.0087,0.0104,0.0007,0.5133,0.0011,0.007
001-348,sad,0.8911,0.0432,0.0009,0.0013,0.0079,0.0002,0.0554
001-349,sad,0.0605,0.0295,0.0002,0.0017,0.9062,0.0009,0.001
002-001,happy,0.6354,0.0035,0.3036,0.008,0.0422,0.0042,0.0031
002-002,happy,0.9308,0.0067,0.024,0.0021,0.0327,0.0007,0.0031
002-003,happy,0.8911,0.004,0.0021,0.0109,0.0376,0.0396,0.0147
002-004,happy,0.9608,0.0067,0.0118,0.003,0.0127,0.0008,0.0042
002-005,happy,0.4424,0.0122,0.4173,0.0236,0.0908,0.0118,0.0019
002-006,happy,0.8655,0.071,0.0037,0.0093,0.0177,0.0006,0.0321
002-007,happy,0.746,0.185,0.0113,0.0021,0.0021,0.0004,0.0532
002-008,happy,0.3911,0.0034,0.5534,0.0101,0.0292,0.0085,0.0043
002-009,happy,0.5336,0.0021,0.3352,0.0022,0.12,0.0029,0.004
002-010,happy,0.6626,0.0249,0.0176,0.0029,0.283,0.002,0.007
002-026,happy,0.9716,0.003,0.007,0.004,0.0087,0.0007,0.0049
002-047,happy,0.8679,0.0095,0.0875,0.0061,0.0204,0.001,0.0076
002-051,surprise,0.6514,0.0065,0.2702,0.0109,0.05,0.0023,0.0087
002-052,surprise,0.5746,0.0119,0.1695,0.031,0.2058,0.0053,0.0019
002-053,surprise,0.8854,0.0081,0.0219,0.0396,0.0395,0.0031,0.0023
002-054,surprise,0.945,0.0024,0.0059,0.0016,0.0405,0.0006,0.004
002-055,surprise,0.5304,0.0385,0.0058,0.3907,0.0068,0.0021,0.0256
002-056,surprise,0.8908,0.003,0.055,0.0041,0.0412,0.0027,0.0032
002-057,surprise,0.5053,0.1353,0.0117,0.0635,0.1724,0.0089,0.103
002-058,surprise,0.1679,0.015,0.0003,0.04,0.7629,0.0123,0.0016
002-059,surprise,0.9122,0.0347,0.0063,0.0036,0.0352,0.0006,0.0075
002-060,surprise,0.3544,0.4674,0.0012,0.0082,0.0005,0.0005,0.1678
002-070,surprise,0.0618,0.0055,0.0022,0.002,0.9274,0.0006,0.0005
002-082,surprise,0.9269,0.0045,0.0054,0.0023,0.0584,0.0007,0.0019
002-101,neutral,0.9655,0.0168,0.0006,0.001,0.0035,0.0003,0.0123
002-102,neutral,0.5579,0.2433,0.0004,0.1712,0.0014,0.0074,0.0183
002-103,neutral,0.8368,0.0529,0.0005,0.0055,0.0116,0.0021,0.0906
002-104,neutral,0.9385,0.0123,0.0005,0.0096,0.0351,0.0014,0.0026
002-105,neutral,0.8335,0.0195,0.0869,0.0095,0.016,0.001,0.0337
002-106,neutral,0.9093,0.035,0.0028,0.0022,0.0444,0.0003,0.0059
002-107,neutral,0.9457,0.0033,0.0225,0.0026,0.0085,0.0022,0.0151
002-108,neutral,0.9083,0.0102,0.0028,0.0026,0.0739,0.0003,0.0017
002-109,neutral,0.2899,0.0085,0.6335,0.0065,0.0549,0.0024,0.0043
002-110,neutral,0.5594,0.1021,0.0038,0.0484,0.1209,0.0032,0.1623
002-118,neutral,0.9104,0.0293,0.0005,0.0225,0.0009,0.0077,0.0286
002-124,neutral,0.9262,0.0474,0.0009,0.0021,0.0152,0.0001,0.0081
002-151,fear,0.8313,0.0288,0.001,0.0049,0.112,0.0046,0.0174
002-152,fear,0.1619,0.0691,0.0099,0.1005,0.0937,0.4458,0.1192
002-153,fear,0.6449,0.0122,0.004,0.0037,0.3324,0.0011,0.0017
002-154,fear,0.9294,0.0224,0.0139,0.003,0.0207,0.0002,0.0104
002-155,fear,0.0728,0.0012,0.0008,0.0057,0.003,0.905,0.0114
002-156,fear,0.7628,0.0476,0.001,0.0374,0.007,0.0131,0.1312
002-157,fear,0.9331,0.0026,0.0281,0.0018,0.0306,0.0007,0.003
002-158,fear,0.9373,0.0049,0.0026,0.0008,0.0516,0.0004,0.0025
002-159,fear,0.0119,0.0004,7.70E-05,0.0104,0.0016,0.9744,0.0012
002-160,fear,0.7879,0.0119,0.0057,0.0043,0.087,0.0023,0.1008
002-182,fear,0.1064,0.0044,0.0005,0.3838,0.0065,0.4945,0.0039
002-200,fear,0.9601,0.0023,0.0058,0.001,0.0276,0.0004,0.0027
002-201,disgust,0.34,0.0379,0.0005,0.4781,0.004,0.1011,0.0384
002-202,disgust,0.2728,0.0309,0.0012,0.3207,0.0019,0.3499,0.0226
002-203,disgust,0.1691,0.0035,0.0015,0.0191,0.0013,0.7421,0.0634
002-204,disgust,0.9331,0.0055,0.0122,0.0142,0.0314,0.0019,0.0016
002-205,disgust,0.8165,0.0037,0.0578,0.002,0.1115,0.0011,0.0073
002-206,disgust,0.8934,0.0233,0.0005,0.0021,0.0042,0.0008,0.0756
002-207,disgust,0.7723,0.0147,0.0082,0.0671,0.1214,0.0008,0.0156
002-208,disgust,0.1062,0.8812,0.0001,0.0027,0.0003,0.0003,0.0092
002-209,disgust,0.8565,0.0229,0.0068,0.0622,0.0115,0.0048,0.0353
002-210,disgust,0.7127,0.0102,0.2158,0.0114,0.0432,0.0028,0.0038
002-227,disgust,0.2714,0.6293,0.0006,0.0588,0.0096,0.0056,0.0246
002-248,disgust,0.929,0.0119,0.0091,0.0025,0.0451,0.0007,0.0018
002-251,angry,0.3501,0.606,0.0081,0.0031,0.0098,0.0002,0.0227
002-252,angry,0.8229,0.0623,0.0017,0.0103,0.0027,0.0017,0.0983
002-253,angry,0.2228,0.1828,0.0016,0.0026,0.0282,0.003,0.559
002-254,angry,0.0464,0.0648,0.0003,0.0014,0.8824,0.0005,0.0043
002-255,angry,0.5721,0.3774,0.0007,0.0018,0.0047,0.0008,0.0423
002-256,angry,0.9575,0.0107,0.0188,0.0017,0.0048,0.0006,0.0059
002-257,angry,0.0653,0.9266,0.0001,0.0025,0.0007,0.0002,0.0046
002-258,angry,0.0221,0.0194,0.0002,0.1938,0.0006,0.7535,0.0105
002-259,angry,0.6546,0.0395,0.1467,0.0183,0.1279,0.0073,0.0058
002-260,angry,0.9187,0.0117,0.0069,0.0024,0.0565,0.0004,0.0034
002-268,angry,0.5757,0.3484,0.0007,0.003,0.0031,0.0006,0.0684
002-283,angry,0.2842,0.0171,0.0172,0.0025,0.6776,0.0004,0.0009
002-301,sad,0.5832,0.0023,0.1229,0.003,0.2825,0.0014,0.0047
002-302,sad,0.0179,0.0067,8.46E-05,0.0007,0.9733,0.0009,0.0004
002-303,sad,0.8026,0.0283,0.0086,0.0121,0.0103,0.001,0.1371
002-304,sad,0.0653,0.0013,0.0011,0.0006,0.9308,0.0006,0.0002
002-305,sad,0.4314,0.0035,0.1659,0.0035,0.3903,0.0018,0.0036
002-306,sad,0.4903,0.0042,0.2557,0.0053,0.2348,0.0061,0.0036
002-307,sad,0.7041,0.0054,0.0915,0.0034,0.1894,0.0031,0.0031
002-308,sad,0.3405,0.5441,0.0051,0.0492,0.0033,0.0184,0.0394
002-309,sad,0.8979,0.0025,0.0047,0.0016,0.0909,0.0012,0.0012
002-310,sad,0.183,0.0011,0.0014,0.0011,0.8117,0.0007,0.001
002-322,sad,0.0594,0.0061,0.0002,0.0027,0.8844,0.0456,0.0016
002-333,sad,0.8612,0.0032,0.0028,0.0013,0.1297,0.0008,0.001
003-011,happy,0.5163,0.0025,0.0018,0.0007,0.4776,0.0002,0.0008
003-012,happy,0.7965,0.0447,0.0864,0.0096,0.0273,0.0006,0.035
003-013,happy,0.8685,0.0151,0.0039,0.0011,0.1033,0.0005,0.0077
003-014,happy,0.3725,0.2177,0.0032,0.0026,0.0215,0.0028,0.3797
003-015,happy,0.4144,0.2639,0.0006,0.0067,0.0014,0.0007,0.3122
003-016,happy,0.5411,0.0235,0.0487,0.0197,0.3502,0.0115,0.0053
003-017,happy,0.9513,0.0135,0.0022,0.0033,0.028,0.0005,0.0013
003-018,happy,0.7006,0.0398,0.0402,0.0029,0.1956,0.0005,0.0204
003-019,happy,0.9559,0.0029,0.0154,0.0012,0.021,0.0006,0.0031
003-020,happy,0.9443,0.0059,0.0042,0.0017,0.0148,0.0005,0.0286
003-021,happy,0.4099,0.0035,0.1939,0.0049,0.379,0.006,0.0029
003-026,happy,0.9292,0.0047,0.0438,0.0059,0.0061,0.0022,0.0081
003-030,happy,0.1824,0.7495,0.0007,0.0041,0.0008,0.0004,0.0621
003-061,surprise,0.1674,0.0255,0.0011,0.0058,0.0381,0.0013,0.7609
003-062,surprise,0.781,0.175,0.0003,0.0043,0.0203,0.004,0.0152
003-063,surprise,0.9376,0.0038,0.017,0.0039,0.0093,0.0053,0.0231
003-064,surprise,0.7907,0.1182,0.0006,0.0024,0.0047,0.0004,0.0831
003-065,surprise,0.2118,0.0637,0.0029,0.699,0.0077,0.0126,0.0022
003-066,surprise,0.9367,0.0153,0.0007,0.0053,0.037,0.0005,0.0046
003-067,surprise,0.0267,0.0185,0.0131,0.9186,0.0037,0.0186,0.0008
003-068,surprise,0.683,0.0118,0.0091,0.0033,0.2896,0.0008,0.0024
003-069,surprise,0.1328,0.8055,0.001,0.0467,0.0002,0.0037,0.0101
003-070,surprise,0.1153,0.0264,0.0051,0.0034,0.8482,0.0004,0.0011
003-071,surprise,0.7372,0.1821,0.0004,0.0241,0.0044,0.0006,0.0513
003-076,surprise,0.1216,0.0034,0.0002,0.0024,0.8677,0.0042,0.0006
003-089,surprise,0.6828,0.0049,0.0306,0.0484,0.1913,0.0394,0.0027
003-111,neutral,0.8435,0.0483,0.0003,0.0062,0.0033,0.0003,0.0982
003-112,neutral,0.9688,0.006,0.0023,0.0014,0.019,0.0004,0.002
003-113,neutral,0.9476,0.0032,0.0396,0.0026,0.0038,0.0003,0.003
003-114,neutral,0.671,0.0289,0.0014,0.0088,0.2813,0.004,0.0045
003-115,neutral,0.9374,0.0224,0.0027,0.0031,0.0178,0.0003,0.0163
003-116,neutral,0.9567,0.023,0.0003,0.0012,0.0051,0.0002,0.0134
003-117,neutral,0.1534,0.8175,0.0003,0.0172,0.001,0.0016,0.0088
003-118,neutral,0.9376,0.0187,0.0003,0.0167,0.0012,0.0054,0.0199
003-119,neutral,0.8699,0.0247,0.0013,0.0864,0.0108,0.0047,0.0022
003-120,neutral,0.5853,0.0081,0.3578,0.0066,0.0362,0.0021,0.0039
003-132,neutral,0.9611,0.0165,0.0008,0.0009,0.0142,0.0002,0.0062
003-137,neutral,0.9522,0.0039,0.0005,0.0016,0.0391,0.0004,0.0022
003-145,neutral,0.9724,0.0116,0.0013,0.002,0.0009,0.0002,0.0117
003-152,fear,0.3391,0.0571,0.0057,0.0785,0.2773,0.1607,0.0816
003-154,fear,0.9456,0.0146,0.0066,0.0027,0.0246,0.0001,0.0058
003-161,fear,0.0784,0.0071,0.0003,0.1772,0.0015,0.7262,0.0092
003-162,fear,0.425,0.1882,0.0501,0.0461,0.257,0.0035,0.0301
003-163,fear,0.7274,0.0086,0.0172,0.0063,0.2316,0.0007,0.0082
003-164,fear,0.4569,0.0135,0.0023,0.193,0.0049,0.3063,0.0231
003-165,fear,0.7124,0.1083,0.1157,0.0432,0.0099,0.0047,0.0058
003-166,fear,0.0484,0.9214,0.0003,0.0037,0.0043,0.0048,0.017
003-167,fear,0.8551,0.0664,0.002,0.0083,0.0629,0.0011,0.0042
003-168,fear,0.1249,0.0188,0.0007,0.1271,0.0073,0.6797,0.0415
003-169,fear,0.0669,0.0169,0.0023,0.1128,0.0061,0.7851,0.0099
003-170,fear,0.8958,0.0046,0.0032,0.0221,0.0651,0.0081,0.001
003-182,fear,0.1565,0.0043,0.0007,0.4146,0.011,0.4091,0.0038
003-210,disgust,0.6981,0.006,0.2175,0.0098,0.0614,0.0035,0.0037
003-211,disgust,0.5819,0.0116,0.2701,0.0073,0.1211,0.0032,0.0046
003-212,disgust,0.7057,0.0121,0.0095,0.178,0.0888,0.004,0.0019
003-213,disgust,0.863,0.0086,0.0096,0.0802,0.0242,0.0116,0.003
003-214,disgust,0.2873,0.1943,0.0015,0.0018,0.4555,0.0009,0.0586
003-215,disgust,0.8956,0.0077,0.0025,0.002,0.0462,0.0013,0.0447
003-216,disgust,0.9478,0.0063,0.0044,0.0049,0.0338,0.0009,0.002
003-217,disgust,0.9478,0.0016,0.0093,0.0012,0.0382,0.0004,0.0014
003-218,disgust,0.0723,0.9071,0.0004,0.0026,0.0006,0.0002,0.0169
003-219,disgust,0.8018,0.0199,0.0105,0.0122,0.1509,0.0016,0.003
003-220,disgust,0.0966,0.8933,0.0002,0.0027,0.0012,0.0002,0.0057
003-221,disgust,0.6903,0.1058,0.0028,0.0046,0.0217,0.0019,0.1729
003-223,disgust,0.7894,0.0121,0.1324,0.0019,0.0246,0.0008,0.0387
003-261,angry,0.9315,0.0279,0.0038,0.0039,0.0298,0.0005,0.0027
003-262,angry,0.019,0.9657,0.0011,0.0038,0.0076,0.0005,0.0021
003-263,angry,0.7103,0.2625,0.001,0.0026,0.0069,0.0002,0.0165
003-264,angry,0.1786,0.7937,0.0006,0.0048,0.0069,0.0002,0.0153
003-265,angry,0.8341,0.045,0.0963,0.0044,0.0127,0.0008,0.0068
003-266,angry,0.0648,0.0674,0.0055,0.8231,0.0007,0.0349,0.0037
003-267,angry,0.9007,0.0359,0.0158,0.0108,0.0333,0.0017,0.002
003-268,angry,0.3985,0.5288,0.0007,0.0061,0.002,0.0008,0.0631
003-269,angry,0.9615,0.0235,0.0049,0.0036,0.0035,0.0002,0.0027
003-270,angry,0.0487,0.0349,0.0009,0.3852,0.0007,0.5253,0.0044
003-286,angry,0.0727,0.8839,0.0002,0.0336,0.0004,0.0024,0.0068
003-287,angry,0.3553,0.0971,0.0007,0.0077,0.0007,0.0021,0.5363
003-288,angry,0.4101,0.5788,0.001,0.0043,0.0011,0.0007,0.004
003-302,sad,0.0089,0.0031,3.87E-05,0.0005,0.9862,0.0011,0.0002
003-303,sad,0.8621,0.0196,0.0033,0.013,0.0209,0.0006,0.0804
003-309,sad,0.8965,0.0024,0.0043,0.0017,0.0936,0.0007,0.0009
003-311,sad,0.9141,0.0038,0.0165,0.0041,0.0561,0.0025,0.003
003-312,sad,0.3168,0.0076,0.0021,0.5875,0.0132,0.0696,0.0032
003-313,sad,0.1824,0.0601,0.0003,0.0046,0.7402,0.0027,0.0097
003-314,sad,0.7858,0.0039,0.0043,0.0017,0.2022,0.0006,0.0014
003-315,sad,0.4051,0.01,0.2476,0.0072,0.3186,0.0079,0.0036
003-316,sad,0.857,0.0029,0.0129,0.0013,0.1232,0.0008,0.002
003-317,sad,0.6829,0.0054,0.1015,0.0049,0.1941,0.0078,0.0033
003-318,sad,0.3958,0.0109,0.2493,0.0125,0.3182,0.0055,0.0078
003-319,sad,0.18,0.2601,0.0005,0.1863,0.332,0.0353,0.0056
003-320,sad,0.0379,0.0063,0.0001,0.0006,0.9542,0.0002,0.0007
004-004,happy,0.9542,0.0062,0.0169,0.0032,0.0124,0.0014,0.0057
004-005,happy,0.5231,0.0161,0.3479,0.0265,0.0785,0.0058,0.002
004-019,happy,0.939,0.0108,0.0074,0.0063,0.0312,0.0021,0.0033
004-021,happy,0.2948,0.0031,0.356,0.0048,0.3286,0.0097,0.003
004-022,happy,0.0162,0.0017,0.0001,0.0005,0.9808,0.0004,0.0002
004-023,happy,0.8097,0.0091,0.0042,0.0039,0.1652,0.0067,0.0012
004-024,happy,0.686,0.0377,0.0189,0.0057,0.0801,0.007,0.1646
004-025,happy,0.8802,0.0026,0.0398,0.0037,0.0649,0.0045,0.0044
004-026,happy,0.952,0.0051,0.0192,0.0062,0.0057,0.0018,0.01
004-027,happy,0.6724,0.002,0.2626,0.0042,0.0323,0.0233,0.0032
004-028,happy,0.0314,0.006,0.0022,0.0993,0.0008,0.855,0.0053
004-029,happy,0.8697,0.0262,0.0041,0.0088,0.0713,0.0076,0.0122
004-030,happy,0.4535,0.411,0.0006,0.0052,0.0038,0.0009,0.125
004-052,surprise,0.4586,0.0114,0.2469,0.0388,0.233,0.0093,0.002
004-062,surprise,0.6976,0.2288,0.0004,0.0082,0.016,0.0189,0.03
004-071,surprise,0.8476,0.0836,0.0005,0.0155,0.0066,0.0004,0.0459
004-072,surprise,0.9305,0.0059,0.0052,0.0339,0.0075,0.0063,0.0106
004-073,surprise,0.7155,0.041,0.0132,0.0219,0.1992,0.0051,0.0042
004-074,surprise,0.852,0.0065,0.0027,0.0042,0.1308,0.0029,0.0009
004-075,surprise,0.0317,0.0013,0.0004,0.0075,0.0018,0.955,0.0023
004-076,surprise,0.1758,0.0097,0.0004,0.0041,0.7995,0.009,0.0016
004-077,surprise,0.5502,0.0119,0.0179,0.0196,0.044,0.0327,0.3237
004-078,surprise,0.5415,0.0621,0.0907,0.0079,0.2077,0.0038,0.0862
004-079,surprise,0.7586,0.0155,0.001,0.0115,0.2073,0.0051,0.0009
004-080,surprise,0.7527,0.0186,0.0547,0.0086,0.1593,0.0016,0.0045
004-082,surprise,0.9099,0.0041,0.0047,0.0027,0.0755,0.0012,0.002
004-112,neutral,0.9731,0.0055,0.0024,0.0015,0.0143,0.0005,0.0028
004-118,neutral,0.8444,0.0586,0.0006,0.0503,0.001,0.0139,0.0311
004-121,neutral,0.9737,0.0073,0.0045,0.0013,0.0068,0.0002,0.0062
004-122,neutral,0.973,0.0125,0.0028,0.0018,0.003,0.0003,0.0066
004-123,neutral,0.9382,0.0201,0.0007,0.0123,0.0042,0.0008,0.0236
004-124,neutral,0.9234,0.0473,0.0011,0.0023,0.0168,0.0003,0.0089
004-125,neutral,0.9793,0.0086,0.0013,0.002,0.0026,0.0007,0.0055
004-126,neutral,0.3379,0.0045,0.6091,0.0031,0.0385,0.0015,0.0055
004-127,neutral,0.8391,0.0063,0.1266,0.005,0.0124,0.0056,0.005
004-128,neutral,0.7699,0.0786,0.0409,0.0172,0.0038,0.0017,0.088
004-129,neutral,0.9425,0.0129,0.023,0.0078,0.0081,0.002,0.0037
004-130,neutral,0.4004,0.4291,0.0016,0.0463,0.0011,0.0046,0.1169
004-134,neutral,0.9515,0.0318,0.0036,0.0015,0.0027,0.0003,0.0088
004-166,fear,0.0217,0.9533,0.0004,0.003,0.0009,0.0058,0.0149
004-170,fear,0.8604,0.0097,0.0067,0.0502,0.0316,0.0388,0.0027
004-171,fear,0.5911,0.0829,0.0002,0.0099,0.0011,0.0077,0.3071
004-172,fear,0.3212,0.4114,0.001,0.0024,0.0016,0.0011,0.2613
004-173,fear,0.5173,0.0549,0.0013,0.1996,0.0015,0.203,0.0225
004-174,fear,0.0308,0.2206,0.0015,0.2488,0.001,0.48,0.0171
004-175,fear,0.7881,0.0169,0.1256,0.0052,0.0541,0.0019,0.0081
004-176,fear,0.1169,0.0041,0.0089,0.0186,0.001,0.8305,0.02
004-177,fear,0.9619,0.0024,0.004,0.0014,0.0219,0.0011,0.0072
004-178,fear,0.3304,0.098,0.0564,0.4649,0.0134,0.0218,0.0151
004-179,fear,0.8355,0.041,0.0026,0.025,0.0814,0.0075,0.007
004-180,fear,0.8772,0.0026,0.0056,0.0015,0.0886,0.0091,0.0154
004-188,fear,0.3726,0.252,0.0032,0.0037,0.04,0.0332,0.2954
004-203,disgust,0.0455,0.0053,0.0004,0.0247,0.0005,0.8944,0.0291
004-210,disgust,0.6709,0.0126,0.2698,0.0125,0.0286,0.0021,0.0035
004-213,disgust,0.6873,0.0113,0.0194,0.2057,0.0157,0.0557,0.0049
004-221,disgust,0.5716,0.1381,0.0032,0.0043,0.0111,0.0027,0.2691
004-222,disgust,0.3602,0.0775,0.001,0.0034,0.3867,0.005,0.1662
004-223,disgust,0.7472,0.026,0.1662,0.0029,0.0205,0.0008,0.0363
004-224,disgust,0.7581,0.038,0.0095,0.0186,0.1698,0.003,0.003
004-225,disgust,0.0239,0.0038,0.0002,0.0004,0.9712,0.0002,0.0004
004-226,disgust,0.7992,0.0022,0.0192,0.0016,0.1739,0.0008,0.0031
004-227,disgust,0.1427,0.7715,0.0002,0.0634,0.0047,0.0037,0.0139
004-228,disgust,0.7474,0.0138,0.0017,0.0574,0.1721,0.0024,0.0053
004-229,disgust,0.2914,0.4661,0.0861,0.0055,0.1045,0.0037,0.0427
004-230,disgust,0.8601,0.1274,0.0008,0.0023,0.003,0.0003,0.0061
004-259,angry,0.5988,0.1104,0.1254,0.039,0.112,0.0094,0.005
004-264,angry,0.3237,0.6073,0.0013,0.0121,0.0324,0.001,0.0222
004-271,angry,0.4191,0.0189,0.0021,0.0118,0.0255,0.0037,0.5188
004-272,angry,0.9394,0.0032,0.0113,0.0111,0.0262,0.0067,0.0021
004-273,angry,0.7832,0.0094,0.0359,0.0097,0.1573,0.0015,0.003
004-274,angry,0.048,0.9035,0.0007,0.0239,0.0005,0.0064,0.0169
004-275,angry,0.9246,0.0024,0.0322,0.004,0.025,0.0041,0.0077
004-276,angry,0.0643,0.1002,0.0029,0.2061,0.0033,0.5717,0.0515
004-277,angry,0.6046,0.0277,0.0024,0.1141,0.0035,0.179,0.0687
004-278,angry,0.9231,0.0034,0.0124,0.0016,0.0549,0.0007,0.004
004-279,angry,0.9274,0.0056,0.0292,0.0129,0.0167,0.0055,0.0028
004-280,angry,0.7433,0.0132,0.0737,0.0481,0.0065,0.1007,0.0146
004-298,angry,0.7257,0.0092,0.0037,0.0035,0.2539,0.0009,0.0031
004-308,sad,0.3338,0.5856,0.0027,0.0346,0.0024,0.0064,0.0346
004-311,sad,0.8963,0.005,0.0524,0.0044,0.0353,0.0026,0.0039
004-321,sad,0.8385,0.0033,0.0159,0.0034,0.1357,0.0018,0.0013
004-322,sad,0.0527,0.006,0.0003,0.0033,0.8338,0.1013,0.0025
004-323,sad,0.7893,0.002,0.0428,0.0013,0.1518,0.001,0.0119
004-324,sad,0.4209,0.0047,0.2234,0.0045,0.341,0.0039,0.0017
004-325,sad,0.4239,0.0019,0.0055,0.0008,0.5662,0.0005,0.0012
004-326,sad,0.1307,0.014,0.0005,0.002,0.8473,0.0027,0.0028
004-327,sad,0.9139,0.0564,0.0006,0.0011,0.0022,0.0004,0.0253
004-328,sad,0.1187,0.0098,0.0011,0.4585,0.0063,0.4009,0.0048
004-329,sad,0.9217,0.0126,0.0005,0.0085,0.045,0.0041,0.0075
004-330,sad,0.8736,0.0016,0.0796,0.0039,0.036,0.0034,0.002
004-333,sad,0.8901,0.0046,0.0035,0.0014,0.0985,0.0009,0.001
005-005,happy,0.5012,0.0043,0.4296,0.0066,0.0534,0.0028,0.002
005-007,happy,0.8712,0.0665,0.0063,0.0015,0.0057,0.0009,0.0478
005-017,happy,0.9577,0.0022,0.0056,0.0013,0.0311,0.0006,0.0014
005-026,happy,0.9367,0.0076,0.0297,0.0098,0.004,0.0016,0.0107
005-031,happy,0.6732,0.0018,0.2014,0.0022,0.1099,0.0019,0.0097
005-032,happy,0.8069,0.0965,0.0255,0.0046,0.0071,0.0003,0.059
005-033,happy,0.3223,0.0043,0.0035,0.0015,0.659,0.0077,0.0017
005-034,happy,0.1446,0.0013,0.823,0.0027,0.0233,0.0032,0.002
005-035,happy,0.0166,0.0006,0.0003,0.0003,0.982,0.0002,0.0001
005-036,happy,0.8377,0.0078,0.0751,0.0036,0.0674,0.0011,0.0073
005-037,happy,0.1084,0.0044,0.861,0.0079,0.0145,0.0024,0.0014
005-038,happy,0.3806,0.0186,0.0765,0.0017,0.5158,0.0016,0.0052
005-039,happy,0.6757,0.0105,0.1894,0.0057,0.1065,0.0022,0.01
005-040,happy,0.6476,0.0104,0.1686,0.1088,0.007,0.0363,0.0213
005-055,surprise,0.6279,0.0383,0.0058,0.2834,0.0066,0.0015,0.0365
005-059,surprise,0.898,0.0215,0.0137,0.0026,0.0493,0.0015,0.0134
005-061,surprise,0.1293,0.0237,0.0012,0.0041,0.0155,0.0008,0.8254
005-067,surprise,0.1606,0.0162,0.0175,0.7674,0.0166,0.0193,0.0023
005-081,surprise,0.2452,0.0054,0.0005,0.2072,0.0348,0.5044,0.0024
005-082,surprise,0.8853,0.0077,0.0087,0.0065,0.0879,0.002,0.002
005-083,surprise,0.1859,0.0322,0.0011,0.5164,0.0021,0.2548,0.0074
005-084,surprise,0.7503,0.0937,0.0005,0.1018,0.0034,0.0172,0.0333
005-085,surprise,0.0401,0.0066,0.0001,0.2026,0.004,0.7417,0.0048
005-086,surprise,0.6042,0.3394,0.0003,0.0223,0.0044,0.0075,0.0219
005-087,surprise,0.6485,0.0227,0.031,0.2477,0.0252,0.023,0.0019
005-088,surprise,0.5516,0.3493,0.0008,0.0038,0.0039,0.0013,0.0893
005-089,surprise,0.7569,0.0147,0.0503,0.0752,0.0852,0.015,0.0027
005-090,surprise,0.0383,0.9056,0.0003,0.0335,0.0004,0.0087,0.0132
005-101,neutral,0.9619,0.0196,0.0009,0.0012,0.0037,0.0003,0.0124
005-108,neutral,0.871,0.0025,0.0026,0.0012,0.1208,0.0004,0.0015
005-110,neutral,0.5459,0.0982,0.0042,0.0453,0.0957,0.0037,0.207
005-126,neutral,0.4575,0.005,0.4404,0.0041,0.084,0.0032,0.0057
005-131,neutral,0.6373,0.0152,0.0439,0.0025,0.2953,0.0005,0.0052
005-132,neutral,0.9321,0.0411,0.0013,0.0024,0.0116,0.0007,0.0108
005-133,neutral,0.3715,0.0144,0.0035,0.5591,0.0316,0.0167,0.0031
005-134,neutral,0.9683,0.0162,0.0024,0.0011,0.0038,0.0003,0.0079
005-135,neutral,0.7028,0.0715,0.0007,0.0113,0.0062,0.0276,0.1798
005-136,neutral,0.9203,0.0016,0.0349,0.0034,0.0349,0.0024,0.0025
005-137,neutral,0.9587,0.0089,0.0006,0.003,0.0249,0.0007,0.0031
